"M_range","Site","Plot","Z","Type","Essence","Diameter","Position","Contact","Sap_max","P_Bux","X","Y"
"Massif_central","M5","M5",1158.619048,"Bois mort au sol","Résineux",33,"Axe de pente","Partiel","4","1",687229.701849635,6441407.04304852
"Massif_central","M5","M5",1159,"Bois mort au sol","Résineux",27,"Axe de pente","Partiel","4","0",687236.91859024,6441395.58873555
"Massif_central","M5","M5",1161,"Souche","Résineux",65,NA,NA,"5","0",687235.819550748,6441396.92374865
"Massif_central","M5","M5",1166,"Bois mort au sol","Résineux",35,"Axe de pente","Partiel","4","0",687235.269574909,6441397.36913025
"Massif_central","M5","M5",1168.761905,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","5","0",687236.05747074,6441397.81176379
"Massif_central","M5","M5",1169.142857,"Bois mort au sol","Résineux",28,"Autre","Total","5","0",687235.680860602,6441406.03119764
"Massif_central","M5","M5",1176.952381,"Bois mort au sol","Résineux",20,"Autre","Total","5","0",687230.795180625,6441402.93147168
"Massif_central","M5","M5",1174.428571,"Bois mort au sol","Résineux",72,"Axe de pente","Total","2","1",687231.656069326,6441400.59738023
"Massif_central","M5","M5",1168.857143,"Bois mort au sol","Résineux",12,"Axe de pente","Total","4","0",687234.893878353,6441406.0328142
"Massif_central","M5","M5",1176.952381,"Souche","Résineux",85,NA,NA,"3","0",687240.561290755,6441406.57648977
"Massif_central","M5","M5",1181,"Souche","Résineux",65,NA,NA,"3","0",687244.651090443,6441405.34640092
"Massif_central","M5","M5",1181,"Souche","Résineux",75,NA,NA,"2","0",687243.402406275,6441410.45786096
"Massif_central","M5","M5",1174.904762,"Souche","Résineux",73,NA,NA,"4","0",687233.958397872,6441410.36619195
"Massif_central","M5","M5",1176.142857,"Bois mort au sol","Résineux",21,"Axe de pente","Total","3","0",687230.886202459,6441408.92868535
"Massif_central","M5","M5",1178.904762,"Bois mort au sol","Résineux",28,"Perpandiculaire","Total","3","0",687247.255881489,6441409.117196
"Massif_central","M5","M5",1196,"Bois mort au sol","Feuillus",20,"Perpandiculaire","Total","2","0",687264.370204865,6441388.64650997
"Massif_central","M5","M5",1195.571429,"Bois mort au sol","Résineux",33,"Perpandiculaire","Absent","3","0",687263.413303767,6441382.54000724
"Massif_central","M5","M5",1194,"Bois mort au sol","Résineux",35,"Axe de pente","Total","4","0",687263.024591574,6441384.87312655
"Massif_central","M5","M5",1182.238095,"Souche","Résineux",55,NA,NA,"5","0",687266.459788428,6441371.42746574
"Massif_central","M5","M5",1191,"Bois mort au sol","Résineux",51,"Autre","Total","3","0",687253.310049545,6441368.01147214
"Massif_central","M5","M5",1181.095238,"Souche","Résineux",80,NA,NA,"5","1",687245.59803223,6441368.24942182
"Massif_central","M5","M5",1195.285714,"Souche","Résineux",60,NA,NA,"5","0",687246.466681114,6441369.69145783
"Massif_central","M5","M5",1194.52381,"Souche","Résineux",105,NA,NA,"5","0",687242.379593665,6441372.25429578
"Massif_central","M5","M5",1195,"Bois mort au sol","Résineux",20,"Perpandiculaire","Partiel","3","0",687234.110303114,6441369.38364024
"Massif_central","M5","M5",1189,"Bois mort au sol","Résineux",22,"Axe de pente","Absent","2","0",687232.305709769,6441372.05285931
"Massif_central","M5","M5",1190.952381,"Bois mort au sol","Résineux",14,"Axe de pente","Absent","1","0",687234.19242411,6441371.04941632
"Massif_central","M5","M5",1193,"Bois mort au sol","Résineux",36,"Axe de pente","Total","5","0",687237.026488568,6441371.48784694
"Massif_central","M5","M5",1187,"Bois mort au sol","Résineux",22,"Perpandiculaire","Total","3","0",687231.593086068,6441369.94412679
"Massif_central","M5","M5",1183,"Bois mort au sol","Résineux",75,"Perpandiculaire","Total","2","0",687233.542299911,6441361.05508313
"Massif_central","M5","M5",1192,"Bois mort au sol","Résineux",22,"Perpandiculaire","Absent","3","0",687226.241575704,6441369.95512484
"Massif_central","M5","M5",1196.333333,"Bois mort au sol","Résineux",29,"Autre","Partiel","4","0",687226.246598213,6441372.39850019
"Massif_central","M5","M5",1187,"Souche","Résineux",85,NA,NA,"2","0",687221.437073632,6441368.07693189
"Massif_central","M5","M5",1191.809524,"Bois mort au sol","Feuillus",21,"Perpandiculaire","Partiel","2","0",687220.888238217,6441369.07762738
"Massif_central","M5","M5",1192,"Souche","Résineux",65,NA,NA,"5","0",687215.140263219,6441367.64563148
"Massif_central","M5","M5",1184.428571,"Souche","Résineux",90,NA,NA,"5","1",687217.717674175,6441358.08891245
"Massif_central","M5","M5",1183,"Bois mort au sol","Résineux",15,"Autre","Partiel","3","0",687211.424053222,6441359.21249106
"Massif_central","M5","M5",1177.857143,"Souche","Résineux",50,NA,NA,"5","0",687211.186813946,6441358.65766434
"Massif_central","M5","M5",1183.333333,"Bois mort au sol","Résineux",20,"Autre","Total","5","0",687210.084801814,6441358.54886937
"Massif_central","M5","M5",1175,"Bois mort au sol","Résineux",37,"Axe de pente","Total","4","1",687218.771487925,6441334.76351663
"Massif_central","M5","M5",1178.095238,"Bois mort au sol","Résineux",33,"Perpandiculaire","Total","5","0",687220.2923523,6441347.19944401
"Massif_central","M5","M5",1184.809524,"Bois mort au sol","Résineux",25,"Axe de pente","Total","4","0",687205.019263989,6441344.56536024
"Massif_central","M5","M5",1170,"Souche","Résineux",57,NA,NA,"3","0",687205.402468981,6441339.56673654
"Massif_central","M5","M5",1178.4,"Souche","Résineux",60,NA,NA,"3","0",687204.841513725,6441334.68111975
"Massif_central","M5","M5",1162.857143,"Bois mort au sol","Résineux",19,"Perpandiculaire","Partiel","5","0",687208.146191269,6441334.34112733
"Massif_central","M5","M5",1172.904762,"Bois mort au sol","Résineux",30,"Axe de pente","Total","5","0",687198.690398438,6441328.5853231
"Massif_central","M5","M5",1170.238095,"Souche","Résineux",70,NA,NA,"4","0",687192.888401854,6441339.14826244
"Massif_central","M5","M5",1164,"Souche","Résineux",55,NA,NA,"3","0",687199.739110181,6441341.02221837
"Massif_central","M5","M5",1157.238095,"Souche","Résineux",60,NA,NA,"3","0",687204.710642332,6441347.56469649
"Massif_central","M5","M5",1158,"Bois mort au sol","Résineux",20,"Axe de pente","Total","5","0",687193.586165105,6441334.03792666
"Massif_central","M5","M5",1168.952381,"Bois mort au sol","Résineux",22,"Perpandiculaire","Total","5","0",687186.819642357,6441334.8293158
"Massif_central","M5","M5",1173.809524,"Bois mort au sol","Résineux",22,NA,NA,"5","0",687191.370685567,6441328.26721689
"Massif_central","M5","M5",1171.095238,"Souche","Résineux",55,NA,NA,"5","1",687189.241914662,6441326.38353403
"Massif_central","M5","M5",1168.47619,"Souche","Résineux",85,NA,NA,"4","0",687187.026199392,6441320.50176318
"Massif_central","M5","M5",1164.619048,"Bois mort au sol","Résineux",20,"Axe de pente","Total","5","0",687188.202796457,6441318.61126631
"Massif_central","M5","M5",1139.190476,"Souche","Résineux",60,NA,NA,"5","0",687197.649919581,6441320.14667868
"Massif_central","M5","M5",1133.095238,"Souche","Résineux",70,NA,NA,"5","0",687191.197720562,6441320.7152895
"Massif_central","M5","M5",1152.52381,"Bois mort au sol","Résineux",25,"Axe de pente","Total","5","0",687181.663650102,6441315.18179827
"Massif_central","M5","M5",1158.952381,"Bois mort au sol","Résineux",20,"Autre","Partiel","3","0",687181.361452891,6441321.29088665
"Massif_central","M5","M5",1159,"Souche","Résineux",71,NA,NA,"4","0",687159.100814618,6441364.87353907
"Massif_central","M5","M5",1162.483871,"Bois mort au sol","Résineux",45,"Autre","Total","4","0",687160.520145692,6441366.20336224
"Massif_central","M5","M5",1156.580645,"Bois mort au sol","Résineux",0,"Perpandiculaire","Partiel","4","0",687164.124228848,6441358.42150747
"Massif_central","M5","M5",1166.83871,"Souche","Résineux",54,NA,NA,"4","0",687167.665905444,6441358.52525595
"Massif_central","M5","M5",1167,"Bois mort au sol","Résineux",26,"Axe de pente","Total","5","0",687161.003352238,6441371.53338732
"Massif_central","M5","M5",1168.483871,"Bois mort au sol","Résineux",29,"Autre","Total","3","0",687161.868119732,6441371.08734877
"Massif_central","M5","M5",1165.387097,"Souche","Résineux",54,NA,NA,"4","0",687161.934198924,6441364.97874789
"Massif_central","M5","M5",1168,"Bois mort au sol","Résineux",24,"Perpandiculaire","Total","3","0",687173.599722883,6441373.72863496
"Massif_central","M5","M5",1173,"Bois mort au sol","Résineux",35,"Perpandiculaire","Partiel","4","0",687168.560029065,6441372.29522028
"Massif_central","M5","M5",1174,"Bois mort au sol","Résineux",24,"Autre","Partiel","5","0",687161.400057914,6441373.08744954
"Massif_central","M5","M5",1172,"Bois mort au sol","Résineux",17,"Perpandiculaire","Absent","3","0",687162.343064992,6441372.41912344
"Massif_central","M5","M5",1178,"Bois mort au sol","Résineux",21,"Perpandiculaire","Total","4","0",687161.643266809,6441376.52989967
"Massif_central","M5","M5",1174,"Bois mort au sol","Résineux",21,"Autre","Total","3","0",687169.190535544,6441372.73817036
"Massif_central","M5","M5",1174.516129,"Bois mort au sol","Résineux",31,"Autre","Total","2","0",687169.037036664,6441374.62655807
"Massif_central","M5","M5",1173,"Bois mort au sol","Résineux",26,"Autre","Absent","4","0",687174.698523936,6441372.28254827
"Massif_central","M5","M5",1172,"Souche","Résineux",64,NA,NA,"4","0",687173.747721557,6441369.17474702
"Massif_central","M5","M5",1176,"Souche","Résineux",54,NA,NA,"3","0",687173.27209077,6441367.50978393
"Massif_central","M5","M5",1183.741935,"Bois mort au sol","Résineux",19,"Perpandiculaire","Partiel","3","0",687168.546728108,6441365.85359444
"Massif_central","M5","M5",1180.645161,"Souche","Résineux",64,NA,NA,"4","0",687176.728875437,6441364.61501209
"Massif_central","M5","M5",1179.677419,"Souche","Résineux",82,NA,NA,"5","0",687173.249854252,6441356.73671984
"Massif_central","M5","M5",1183.354839,"Souche","Résineux",55,NA,NA,"4","0",687186.249592045,6441363.70686922
"Massif_central","M5","M5",1179,"Bois mort au sol","Résineux",27,"Perpandiculaire","Total","4","0",687191.37531286,6441368.69413657
"Massif_central","M5","M5",1178.967742,"Bois mort au sol","Résineux",21,"Axe de pente","Total","5","0",687188.622919154,6441369.69937722
"Massif_central","M5","M5",1187,"Souche","Résineux",80,NA,NA,"4","0",687211.001002591,6441383.09190363
"Massif_central","M5","M5",1177.451613,"Souche","Résineux",78,NA,NA,"4","0",687212.251036989,6441378.64681183
"Massif_central","M5","M5",1175,"Bois mort au sol","Résineux",15,"Axe de pente","Total","3","0",687210.514868292,6441376.31806212
"Massif_central","M5","M5",1174,"Bois mort au sol","Résineux",83,"Perpandiculaire","Total","2","0",687207.842316603,6441377.87844484
"Massif_central","M5","M5",1171,"Bois mort au sol","Résineux",87,"Axe de pente","Total","4","0",687226.987302284,6441388.16792123
"Massif_central","M5","M5",1174.516129,"Souche","Résineux",85,NA,NA,"4","0",687226.800913059,6441374.06330556
"Massif_central","M5","M5",1159.419355,"Bois mort au sol","Résineux",27,"Autre","Total","5","0",687217.452681686,6441382.30118842
"Massif_central","M5","M5",1161.935484,"Bois mort au sol","Résineux",13,"Axe de pente","Absent","1","0",687225.722419424,6441385.39394673
"Massif_central","M5","M5",1172,"Bois mort au sol","Résineux",27,"Autre","Total","3","0",687231.378213035,6441380.2734258
"Massif_central","M5","M5",1177.903226,"Bois mort au sol","Résineux",22,"Axe de pente","Partiel","3","0",687236.587372776,6441387.5928813
"Massif_central","M5","M5",1169.677419,"Bois mort au sol","Résineux",57,"Perpandiculaire","Total","3","0",687237.37162019,6441386.25851482
"Massif_central","M5","M5",1160.580645,"Souche","Résineux",50,NA,NA,"4","0",687230.688639876,6441389.38200722
"Massif_central","M5","M5",1166,"Souche","Résineux",60,NA,NA,"4","0",687229.804470246,6441380.38772261
"Massif_central","M5","M5",1165.806452,"Bois mort au sol","Résineux",17,"Perpandiculaire","Total","4","1",687230.785139135,6441398.0447213
"Massif_central","M5","M5",1169.258065,"Bois mort au sol","Résineux",14,"Autre","Total","3","0",687234.233491793,6441391.04066878
"Massif_central","M5","M5",1157.580645,"Bois mort au sol","Résineux",14,"Autre","Absent","3","1",687234.383587791,6441387.48634508
"Massif_central","M5","M5",1164,"Bois mort au sol","Résineux",70,"Autre","Total","3","0",687236.730626948,6441380.70668223
"Massif_central","M5","M5",1160.322581,"Souche","Résineux",47,NA,NA,"3","0",687233.819921567,6441381.26797605
"Massif_central","M5","M5",1165.032258,"Bois mort au sol","Résineux",17,"Autre","Total","4","0",687237.763059752,6441385.25814407
"Massif_central","M5","M5",1165,"Bois mort au sol","Résineux",70,"Axe de pente","Total","4","0",687238.240268485,6441387.70054962
"Massif_central","M5","M5",1158.709677,"Bois mort au sol","Résineux",23,"Perpandiculaire","Total","4","0",687242.951232022,6441382.35985371
"Massif_central","M5","M5",1161.419355,"Souche","Résineux",68,NA,NA,"4","0",687241.053574205,6441378.03229334
"Massif_central","M5","M5",1176,"Bois mort au sol","Résineux",28,"Axe de pente","Total","4","0",687243.747108629,6441386.68967618
"Massif_central","M5","M5",1185,"Bois mort au sol","Résineux",66,"Perpandiculaire","Absent","1","0",687261.871433394,6441398.20304765
"Massif_central","M5","M5",1188,"Bois mort au sol","Résineux",28,"Autre","Total","4","0",687263.83866387,6441398.08795249
"Massif_central","M5","M5",1191.935484,"Bois mort au sol","Résineux",18,"Autre","Total","4","0",687262.970705886,6441396.97910167
"Massif_central","M5","M5",1180,"Bois mort au sol","Résineux",10,"Axe de pente","Total","3","0",687263.921687042,6441400.19797888
"Massif_central","M5","M5",1190,"Bois mort au sol","Résineux",34,"Axe de pente","Absent","1","0",687257.688580022,6441392.43634839
"Massif_central","M5","M5",1187,"Bois mort au sol","Résineux",22,"Autre","Total","4","0",687253.209605838,6441395.77742352
"Massif_central","M5","M5",1195,"Bois mort au sol","Résineux",29,"Autre","Total","4","0",687250.456530608,6441396.44944919
"Massif_central","M5","M5",1194.580645,"Bois mort au sol","Résineux",39,"Axe de pente","Total","5","0",687252.50542154,6441397.77800161
"Massif_central","M5","M5",1191,"Bois mort au sol","Résineux",15,"Perpandiculaire","Total","4","0",687257.28597837,6441387.99465477
"Massif_central","M5","M5",1194.16129,"Souche","Résineux",50,NA,NA,"4","0",687258.15621588,6441390.21412994
"Massif_central","M5","M5",1193.903226,"Bois mort au sol","Résineux",47,"Axe de pente","Total","4","0",687253.4220086,6441384.22643799
"Massif_central","M5","M5",1197,"Souche","Résineux",70,NA,NA,"4","0",687265.963063485,6441397.86147289
"Massif_central","M5","M5",1194.935484,"Bois mort au sol","Résineux",48,"Axe de pente","Total","4","0",687253.836686837,6441394.55444451
"Massif_central","M5","M5",1179,"Bois mort au sol","Résineux",50,"Axe de pente","Total","4","0",687256.887931129,6441385.77421141
"Massif_central","M5","M5",1184.516129,"Bois mort au sol","Résineux",36,"Autre","Partiel","4","0",687255.712692613,6441388.33107005
"Massif_central","M5","M5",1178.387097,"Bois mort au sol","Résineux",68,"Autre","Partiel","3","0",687249.084703416,6441379.90387987
"Massif_central","M5","M5",1163.483871,"Bois mort au sol","Résineux",50,"Perpandiculaire","Total","4","0",687253.377813342,6441362.68030983
"Massif_central","M5","M5",1178.580645,"Souche","Résineux",57,NA,NA,"4","0",687248.523102329,6441374.68507205
"Massif_central","M5","M5",1177.354839,"Bois mort au sol","Résineux",26,"Autre","Total","4","0",687240.816338288,6441377.47746552
"Massif_central","M5","M5",1182.354839,"Souche","Résineux",69,NA,NA,"4","0",687240.265220137,6441377.36753413
"Massif_central","M5","M5",1187,"Souche","Résineux",70,NA,NA,"4","0",687235.53919853,6441375.3781062
"Massif_central","M5","M5",1190.096774,"Souche","Résineux",85,NA,NA,"4","0",687233.172535836,6441372.60639333
"Massif_central","M5","M5",1176,"Bois mort au sol","Résineux",22,"Perpandiculaire","Partiel","3","0",687230.662394911,6441376.60981822
"Massif_central","M5","M5",1182.193548,"Bois mort au sol","Résineux",26,"Autre","Total","5","0",687217.506022042,6441369.97308745
"Massif_central","M5","M5",1183.387097,"Souche","Résineux",84,NA,NA,"4","0",687219.703189572,6441366.85880473
"Massif_central","M5","M5",1182,"Souche","Résineux",58,NA,NA,"4","0",687211.737934274,6441358.76759316
"Massif_central","M5","M5",1173.096774,"Bois mort au sol","Résineux",14,"Autre","Partiel","4","0",687205.123803021,6441357.11526301
"Massif_central","M5","M5",1174,"Bois mort au sol","Résineux",10,"Axe de pente","Total","2","0",687203.151300337,6441354.67593884
"Massif_central","M5","M5",1169.806452,"Bois mort au sol","Résineux",19,"Axe de pente","Total","3","0",687202.437292443,6441351.90083445
"Massif_central","M5","M5",1176.903226,"Souche","Résineux",57,NA,NA,"2","0",687192.904195322,6441346.81157646
"Massif_central","M5","M5",1165.516129,"Bois mort au sol","Résineux",22,"Autre","Total","4","0",687188.03012538,6441349.37607226
"Massif_central","M5","M5",1189.032258,"Souche","Résineux",61,NA,NA,"2","0",687189.983175539,6441342.37507739
"Massif_central","M5","M5",1189.322581,"Bois mort au sol","Résineux",23,"Autre","Total","3","0",687189.676163664,6441346.15185205
"Massif_central","M5","M5",1182,"Souche","Résineux",50,NA,NA,"4","0",687186.207454134,6441343.27136571
"Massif_central","M5","M5",1158.83871,"Bois mort au sol","Résineux",18,"Autre","Partiel","4","0",687184.232420139,6441339.61035972
"Massif_central","M5","M5",1163.064516,"Bois mort au sol","Résineux",22,"Autre","Total","4","0",687183.057202682,6441342.16723238
"Massif_central","M5","M5",1155.064516,"Bois mort au sol","Résineux",25,"Autre","Total","4","1",687176.200990011,6441337.62779431
"Massif_central","M5","M5",1151,"Bois mort au sol","Résineux",23,"Autre","Total","4","0",687175.568876079,6441336.40740582
"Massif_central","M5","M5",1161.193548,"Souche","Résineux",90,NA,NA,"4","0",687176.27991829,6441337.73869443
"Massif_central","M5","M5",1161.516129,"Souche","Résineux",92,NA,NA,"4","0",687165.485756476,6441331.76357671
"Massif_central","M5","M5",1156.677419,"Souche","Résineux",73,NA,NA,"4","0",687158.194734456,6441345.32832485
"Massif_central","M5","M5",1159,"Souche","Résineux",89,NA,NA,"4","0",687160.156701875,6441342.65875888
"Massif_central","M5","M5",1159.095238,"Bois mort au sol","Résineux",17,"Perpandiculaire","Partiel","3","0",687155.027534031,6441374.10018531
"Massif_central","M5","M5",1162,"Bois mort au sol","Résineux",26,"Perpandiculaire","Total","5","0",687156.204111159,6441372.20968262
"Massif_central","M5","M5",1163,"Souche","Résineux",72,NA,NA,"4","0",687154.554883101,6441373.87903633
"Massif_central","M5","M5",1169,"Souche","Résineux",80,NA,NA,"4","0",687162.446083916,6441384.19158711
"Massif_central","M5","M5",1168.285714,"Bois mort au sol","Résineux",17,"Axe de pente","Partiel","5","0",687167.144141383,6441372.63133299
"Massif_central","M5","M5",1162.333333,"Bois mort au sol","Résineux",28,"Perpandiculaire","Partiel","3","0",687167.774189248,6441372.8521579
"Massif_central","M5","M5",1172,"Bois mort au sol","Résineux",16,"Perpandiculaire","Partiel","3","0",687172.273079882,6441379.17345965
"Massif_central","M5","M5",1167,"Souche","Résineux",67,NA,NA,"4","0",687170.148677225,6441379.39997128
"Massif_central","M5","M5",1179,"Souche","Résineux",64,NA,NA,"4","0",687173.055709846,6441377.06164743
"Massif_central","M5","M5",1185,"Bois mort au sol","Résineux",19,"Perpandiculaire","Total","4","0",687174.14992564,6441373.39431039
"Massif_central","M5","M5",1176.619048,"Souche","Résineux",51,NA,NA,"4","0",687180.744344529,6441365.49523127
"Massif_central","M5","M5",1177.142857,"Souche","Résineux",58,NA,NA,"5","0",687179.974770487,6441373.93760589
"Massif_central","M5","M5",1179.666667,"Bois mort au sol","Résineux",17,"Axe de pente","Total","3","0",687182.711125765,6441365.15798538
"Massif_central","M5","M5",1180,"Bois mort au sol","Résineux",22,"Axe de pente","Total","5","0",687183.424911912,6441367.8220249
"Massif_central","M5","M5",1182,"Bois mort au sol","Résineux",13,"Perpandiculaire","Partiel","5","0",687176.819262324,6441370.27903797
"Massif_central","M5","M5",1185,"Bois mort au sol","Résineux",56,"Perpandiculaire","Partiel","3","0",687194.444562073,6441368.68781108
"Massif_central","M5","M5",1177.47619,"Souche","Résineux",98,NA,NA,"3","0",687197.870934748,6441389.22740346
"Massif_central","M5","M5",1187,"Souche","Résineux",84,NA,NA,"3","0",687196.369257183,6441386.12073379
"Massif_central","M5","M5",1187,"Bois mort au sol","Résineux",74,"Perpandiculaire","Total","3","0",687209.119096297,6441386.42766638
"Massif_central","M5","M5",1186.428571,"Bois mort au sol","Résineux",55,"Perpandiculaire","Total","3","0",687210.84497699,6441383.75860263
"Massif_central","M5","M5",1188,"Souche","Résineux",104,NA,NA,"3","0",687214.861799844,6441385.30521888
"Massif_central","M5","M5",1185.952381,"Souche","Résineux",63,NA,NA,"5","0",687212.114209258,6441388.64276182
"Massif_central","M5","M5",1186,"Bois mort au sol","Résineux",27,"Perpandiculaire","Total","5","0",687212.037110666,6441389.42036135
"Massif_central","M5","M5",1177,"Bois mort au sol","Résineux",25,"Axe de pente","Total","5","0",687219.892335975,6441382.29617058
"Massif_central","M5","M5",1180,"Souche","Résineux",76,NA,NA,"5","0",687222.967287343,6441385.06642199
"Massif_central","M5","M5",1183.47619,"Souche","Résineux",60,NA,NA,"5","0",687219.045839916,6441391.62720197
"Massif_central","M5","M5",1178.285714,"Bois mort au sol","Résineux",61,"Autre","Total","5","0",687223.853977967,6441395.28239313
"Massif_central","M5","M5",1171,"Bois mort au sol","Résineux",31,"Axe de pente","Total","3","0",687221.323754424,6441389.51232071
"Massif_central","M5","M5",1177.333333,"Souche","Résineux",106,NA,NA,"4","0",687222.508569839,6441391.62008105
"Massif_central","M5","M5",1173.238095,"Bois mort au sol","Résineux",32,"Autre","Total","5","1",687221.951286537,6441388.51146349
"Massif_central","M5","M5",1174.571429,"Bois mort au sol","Résineux",54,"Perpandiculaire","Partiel","4","0",687229.052862976,6441397.60402918
"Massif_central","M5","M5",1168,"Souche","Résineux",60,NA,NA,"4","0",687231.711034945,6441389.04671749
"Massif_central","M5","M5",1155.428571,"Bois mort au sol","Résineux",26,"Perpandiculaire","Total","5","0",687236.51643016,6441391.36916834
"Massif_central","M5","M5",1158,"Bois mort au sol","Résineux",20,"Axe de pente","Total","4","1",687236.359033339,6441391.36949162
"Massif_central","M5","M5",1169.52381,"Souche","Résineux",100,NA,NA,"4","0",687240.533925803,6441393.24898869
"Massif_central","M5","M5",1176,"Souche","Résineux",54,NA,NA,"4","0",687240.599397878,6441386.80720142
"Massif_central","M5","M5",1177,"Bois mort au sol","Résineux",21,"Perpandiculaire","Total","4","0",687238.944449349,6441385.69996987
"Massif_central","M5","M5",1179.095238,"Bois mort au sol","Résineux",20,"Axe de pente","Total","4","0",687243.910205089,6441389.4659159
"Massif_central","M5","M5",1177.904762,"Bois mort au sol","Résineux",19,"Perpandiculaire","Total","5","0",687234.731918997,6441403.81188737
"Massif_central","M5","M5",1174.190476,"Bois mort au sol","Résineux",87,"Perpandiculaire","Absent","3","0",687243.044066315,6441389.24556794
"Massif_central","M5","M5",1176,"Bois mort au sol","Résineux",55,"Perpandiculaire","Total","5","0",687239.735995279,6441387.91960408
"Massif_central","M5","M5",1183.52381,"Souche","Résineux",56,NA,NA,"4","0",687238.023332361,6441397.03028539
"Massif_central","M5","M5",1184.238095,"Souche","Résineux",70,NA,NA,"3","0",687246.222547774,6441404.1214828
"Massif_central","M5","M5",1183,"Bois mort au sol","Résineux",23,"Perpandiculaire","Total","3","0",687247.087544741,6441403.78651865
"Massif_central","M5","M5",1184,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","5","0",687244.812134355,6441407.12307797
"Massif_central","M5","M5",1182.904762,"Souche","Résineux",60,NA,NA,"4","0",687244.572620179,6441405.45762497
"Massif_central","M5","M5",1194.619048,"Bois mort au sol","Résineux",36,"Axe de pente","Total","5","1",687243.875507217,6441410.90114169
"Massif_central","M5","M5",1189.47619,"Souche","Résineux",108,NA,NA,"4","0",687249.778325216,6441411.11115351
"Massif_central","M5","M5",1207,"Bois mort au sol","Résineux",65,"Perpandiculaire","Total","4","0",687277.144843149,6441362.63160452
"Massif_central","M5","M5",1195.571429,"Souche","Résineux",54,NA,NA,"4","0",687278.232074558,6441355.52134753
"Massif_central","M5","M5",1186,"Bois mort au sol","Feuillus",15,"Perpandiculaire","Total","4","0",687279.072526142,6441343.19163525
"Massif_central","M5","M5",1194.857143,"Bois mort au sol","Résineux",94,"Perpandiculaire","Total","4","0",687290.811400151,6441349.38714366
"Massif_central","M5","M5",1210,"Bois mort au sol","Résineux",78,"Perpandiculaire","Partiel","3","0",687279.512172007,6441365.73652176
"Massif_central","M5","M5",1202,"Souche","Résineux",107,NA,NA,"4","0",687271.00292631,6441360.97823753
"Massif_central","M5","M5",1211,"Bois mort au sol","Résineux",47,"Perpandiculaire","Total","4","0",687262.675423262,6441368.10333188
"Massif_central","M5","M5",1212,"Bois mort au sol","Feuillus",19,"Perpandiculaire","Absent","3","0",687265.590916838,6441369.87436442
"Massif_central","M5","M5",1195.714286,"Bois mort au sol","Feuillus",24,"Perpandiculaire","Partiel","2","0",687262.888300054,6441356.77447097
"Massif_central","M5","M5",1206,"Bois mort au sol","Indéterminé",20,"Autre","Total","3","0",687256.294678666,6441365.11771315
"Massif_central","M5","M5",1210,"Souche","Résineux",77,NA,NA,"4","0",687247.488396524,6441369.02298313
"Massif_central","M5","M5",1212.666667,"Souche","Résineux",73,NA,NA,"4","0",687250.134073493,6441354.35724014
"Massif_central","M5","M5",1201,"Souche","Résineux",76,NA,NA,"4","0",687244.941543192,6441355.14533681
"Massif_central","M5","M5",1210.190476,"Souche","Résineux",56,NA,NA,"3","0",687242.10610378,6441354.04052744
"Massif_central","M5","M5",1204.238095,"Souche","Résineux",130,NA,NA,"3","0",687239.5081284,6441353.60160968
"Massif_central","M5","M5",1197,"Souche","Résineux",56,NA,NA,"4","0",687231.406706919,6441355.83951038
"Massif_central","M5","M5",1189,"Bois mort au sol","Résineux",14,"Perpandiculaire","Total","3","0",687229.425997591,6441349.4019271
"Massif_central","M5","M5",1189.47619,"Bois mort au sol","Résineux",26,"Perpandiculaire","Absent","4","0",687225.48968064,6441348.74363969
"Massif_central","M5","M5",1190.904762,"Souche","Résineux",110,NA,NA,"4","0",687223.278346201,6441344.97204416
"Massif_central","M5","M5",1187,"Souche","Résineux",98,NA,NA,"5","0",687227.304093747,6441350.85010694
"Massif_central","M5","M5",1187.857143,"Bois mort au sol","Résineux",24,"Axe de pente","Total","3","0",687221.859023756,6441343.64220659
"Massif_central","M5","M5",1187.809524,"Souche","Résineux",56,NA,NA,"3","0",687222.722886059,6441342.75192638
"Massif_central","M5","M5",1184,"Bois mort au sol","Résineux",28,"Axe de pente","Total","5","1",687201.117035455,6441322.24973386
"Massif_central","M5","M5",1175.47619,"Souche","Résineux",55,NA,NA,"4","1",687196.92949843,6441314.26182388
"Massif_central","M5","M5",1187.904762,"Souche","Résineux",52,NA,NA,"4","0",687201.734049488,6441316.13999812
"Massif_central","M5","M5",1204,"Bois mort au sol","Résineux",34,"Perpandiculaire","Total","4","0",687204.10074763,6441318.91169938
"Massif_central","M5","M5",1180.857143,"Souche","Résineux",58,NA,NA,"4","0",687188.039215424,6441315.61290255
"Massif_central","M5","M5",1170,"Bois mort au sol","Résineux",72,"Perpandiculaire","Total","3","0",687188.900100309,6441313.27880471
"Massif_central","M5","M5",1171.619048,"Bois mort au sol","Résineux",18,"Autre","Total","4","0",687191.101165357,6441312.05257447
"Massif_central","M5","M5",1173.904762,"Souche","Résineux",57,NA,NA,"4","0",687194.642181319,6441311.82315074
"Massif_central","M5","M5",1176.190476,"Souche","Résineux",80,NA,NA,"5","0",687174.597439175,6441323.30397691
"Massif_central","M5","M5",1175.571429,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","3","1",687171.221395174,6441327.19815047
