"M_range","Site","Plot","Z","Type","Essence","Diameter","Position","Contact","Sap_max","P_Bux","X","Y"
"Massif_central","M2","M2",1492.142857,"Bois mort au sol","Résineux",30,"Autre","Total","3","0",683818.073558405,6440846.79122201
"Massif_central","M2","M2",1478.142857,"Bois mort au sol","Résineux",10,"Autre","Absent","3","0",683817.898218261,6440839.90575609
"Massif_central","M2","M2",1508.190476,"Bois mort au sol","Indéterminé",25,"Axe de pente","Total","3","0",683832.067789695,6440840.86844673
"Massif_central","M2","M2",1496,"Bois mort au sol","Résineux",10,"Perpandiculaire","Partiel","2","0",683836.471760192,6440838.11107731
"Massif_central","M2","M2",1496,"Bois mort au sol","Résineux",35,"Autre","Total","5","0",683836.410740208,6440838.26802182
"Massif_central","M2","M2",1497.761905,"Souche","Résineux",65,NA,NA,"5","0",683832.142450038,6440839.31336677
"Massif_central","M2","M2",1498.857143,"Bois mort au sol","Résineux",20,"Perpandiculaire","Total","4","0",683830.469120372,6440831.43222823
"Massif_central","M2","M2",1496,"Bois mort au sol","Résineux",30,"Axe de pente","Partiel","3","0",683832.35545207,6440830.42775127
"Massif_central","M2","M2",1493,"Bois mort au sol","Résineux",25,"Perpandiculaire","Partiel","3","0",683837.242992651,6440833.41374657
"Massif_central","M2","M2",1497.047619,"Bois mort au sol","Résineux",15,"Axe de pente","Absent","3","0",683835.106678543,6440829.08783539
"Massif_central","M2","M2",1498.238095,"Bois mort au sol","Résineux",20,"Autre","Total","4","0",683842.657789685,6440827.29118694
"Massif_central","M2","M2",1480,"Bois mort au sol","Feuillus",20,"Autre","Absent","3","0",683852.302790199,6440813.49427364
"Massif_central","M2","M2",1491.047619,"Bois mort au sol","Résineux",22,"Perpandiculaire","Total","4","0",683849.966727588,6440823.16284835
"Massif_central","M2","M2",1483.095238,"Bois mort au sol","Résineux",22,"Autre","Total","3","0",683849.091152578,6440819.38897254
"Massif_central","M2","M2",1481.285714,"Bois mort au sol","Résineux",22,"Axe de pente","Absent","3","0",683850.980954063,6440819.71725145
"Massif_central","M2","M2",1491.666667,"Bois mort au sol","Résineux",15,"Perpandiculaire","Partiel","4","0",683856.178123484,6440820.70331831
"Massif_central","M2","M2",1478.142857,"Bois mort au sol","Résineux",20,"Perpandiculaire","Total","4","1",683856.07114461,6440809.81939562
"Massif_central","M2","M2",1480.142857,"Bois mort au sol","Résineux",8,"Autre","Partiel","4","1",683853.08551915,6440811.82629087
"Massif_central","M2","M2",1483,"Bois mort au sol","Résineux",15,"Autre","Partiel","3","0",683854.254275476,6440807.26966021
"Massif_central","M2","M2",1482.238095,"Bois mort au sol","Résineux",25,"Axe de pente","Total","5","0",683857.776709238,6440799.81927074
"Massif_central","M2","M2",1485,"Bois mort au sol","Résineux",15,"Autre","Total","3","0",683856.835700273,6440801.15447426
"Massif_central","M2","M2",1491.952381,"Bois mort au sol","Résineux",25,"Autre","Partiel","3","1",683851.959975454,6440802.72202687
"Massif_central","M2","M2",1487.047619,"Bois mort au sol","Résineux",25,"Perpandiculaire","Total","3","0",683861.46896491,6440797.14416304
"Massif_central","M2","M2",1488.857143,"Bois mort au sol","Résineux",10,"Perpandiculaire","Partiel","1","0",683857.846184097,6440796.26506546
"Massif_central","M2","M2",1485.666667,"Bois mort au sol","Résineux",15,"Autre","Total","3","0",683863.596043754,6440797.91608276
"Massif_central","M2","M2",1477.47619,"Bois mort au sol","Résineux",30,"Axe de pente","Total","3","0",683869.987942486,6440804.34115976
"Massif_central","M2","M2",1477.095238,"Souche","Résineux",70,NA,NA,"2","0",683872.499612519,6440801.66912288
"Massif_central","M2","M2",1447.95,"Souche","Résineux",80,NA,NA,"5","0",683947.598400701,6440837.12600279
"Massif_central","M2","M2",1450,"Bois mort au sol","Résineux",30,"Perpandiculaire","Partiel","5","1",683950.729982807,6440830.6762457
"Massif_central","M2","M2",1448,"Bois mort au sol","Résineux",35,"Perpandiculaire","Total","5","0",683954.425987639,6440829.44500621
"Massif_central","M2","M2",1445.8,"Bois mort au sol","Résineux",15,"Axe de pente","Total","5","0",683959.141726049,6440826.87837767
"Massif_central","M2","M2",1444,"Bois mort au sol","Résineux",35,"Autre","Total","3","0",683959.148319258,6440829.4328157
"Massif_central","M2","M2",1445.4,"Souche","Résineux",45,NA,NA,"3","0",683960.873248357,6440826.87390871
"Massif_central","M2","M2",1451,"Bois mort au sol","Résineux",15,"Axe de pente","Total","4","0",683959.15089921,6440830.4323784
"Massif_central","M2","M2",1446.05,"Bois mort au sol","Résineux",35,"Perpandiculaire","Partiel","3","0",683957.485755703,6440825.66095618
"Massif_central","M2","M2",1450,"Bois mort au sol","Résineux",15,"Axe de pente","Total","4","0",683959.126533002,6440820.99206388
"Massif_central","M2","M2",1452,"Bois mort au sol","Résineux",20,"Autre","Partiel","4","0",683959.116499857,6440817.10487549
"Massif_central","M2","M2",1456.35,"Souche","Résineux",50,NA,NA,"4","0",683962.502850442,6440817.87357883
"Massif_central","M2","M2",1458,"Souche","Résineux",65,NA,NA,"3","0",683964.184422337,6440816.25247009
"Massif_central","M2","M2",1454.05,"Bois mort au sol","Résineux",60,"Axe de pente","Partiel","5","0",683962.50199064,6440817.54039125
"Massif_central","M2","M2",1445.25,"Bois mort au sol","Résineux",40,"Axe de pente","Total","3","0",683964.23265584,6440817.20273566
"Massif_central","M2","M2",1443.3,"Souche","Résineux",60,NA,NA,"1","0",683964.224591728,6440816.34692128
"Massif_central","M2","M2",1437,"Bois mort au sol","Résineux",20,"Autre","Partiel","3","0",683967.599236585,6440810.30812741
"Massif_central","M2","M2",1440.8,"Bois mort au sol","Résineux",35,"Axe de pente","Total","5","0",683969.250052381,6440809.52642613
"Massif_central","M2","M2",1440,"Bois mort au sol","Résineux",25,"Autre","Total","5","0",683969.245468704,6440807.74942567
"Massif_central","M2","M2",1440.75,"Bois mort au sol","Résineux",25,"Autre","Total","3","0",683967.594938944,6440808.64218948
"Massif_central","M2","M2",1437,"Bois mort au sol","Résineux",20,"Axe de pente","Total","3","0",683969.242317425,6440806.52773785
"Massif_central","M2","M2",1446.1,"Bois mort au sol","Résineux",40,"Autre","Total","5","0",683942.559531462,6440836.47264037
"Massif_central","M2","M2",1447.9,"Souche","Résineux",80,NA,NA,"5","0",683942.328867431,6440838.58343832
"Massif_central","M2","M2",1447.65,"Bois mort au sol","Résineux",60,"Autre","Total","5","0",683940.121384898,6440837.14531999
"Massif_central","M2","M2",1445.4,"Bois mort au sol","Résineux",90,"Perpandiculaire","Total","5","0",683937.211293388,6440837.9302836
"Massif_central","M2","M2",1452,"Bois mort au sol","Résineux",15,"Autre","Total","3","0",683901.825500424,6440850.23880171
"Massif_central","M2","M2",1443,"Souche","Résineux",80,NA,NA,"4","0",683903.482913473,6440852.01152087
"Massif_central","M2","M2",1444.8,"Souche","Résineux",90,NA,NA,"3","0",683888.640158235,6440864.60013023
"Massif_central","M2","M2",1436,"Bois mort au sol","Résineux",30,"Autre","Total","5","0",683886.67742648,6440866.49329417
"Massif_central","M2","M2",1443.15,"Bois mort au sol","Résineux",20,"Autre","Total","3","0",683879.916857738,6440869.62059753
"Massif_central","M2","M2",1446.95,"Souche","Résineux",55,NA,NA,"4","0",683875.583183087,6440867.74376457
"Massif_central","M2","M2",1452,"Bois mort au sol","Résineux",55,"Autre","Total","4","1",683868.126961,6440875.75966895
"Massif_central","M2","M2",1447.65,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","4","1",683859.090315461,6440881.33629509
"Massif_central","M2","M2",1448,"Bois mort au sol","Résineux",35,"Autre","Total","5","0",683859.871595405,6440879.11300091
"Massif_central","M2","M2",1441.45,"Bois mort au sol","Résineux",30,"Autre","Total","5","0",683861.354586795,6440874.33342968
"Massif_central","M2","M2",1441,"Bois mort au sol","Résineux",20,"Autre","Total","3","0",683857.973735242,6440875.67496918
"Massif_central","M2","M2",1443.1,"Bois mort au sol","Résineux",35,"Autre","Total","4","0",683856.24943909,6440878.45602945
"Massif_central","M2","M2",1440.25,"Bois mort au sol","Résineux",25,"Autre","Total","4","0",683853.265577995,6440881.12929933
"Massif_central","M2","M2",1442.85,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","5","0",683851.551674596,6440887.90861098
"Massif_central","M2","M2",1452.95,"Bois mort au sol","Résineux",45,"Autre","Partiel","5","0",683849.754163748,6440892.80006502
"Massif_central","M2","M2",1451,"Bois mort au sol","Résineux",30,"Autre","Total","5","1",683846.213605875,6440893.25351991
"Massif_central","M2","M2",1449,"Bois mort au sol","Résineux",30,"Axe de pente","Total","5","0",683838.034380533,6440895.60711366
"Massif_central","M2","M2",1449.4,"Souche","Résineux",65,NA,NA,"4","0",683838.756008271,6440900.71414657
"Massif_central","M2","M2",1450.25,"Bois mort au sol","Résineux",50,"Axe de pente","Total","5","1",683828.91330638,6440898.96273812
"Massif_central","M2","M2",1444,"Bois mort au sol","Résineux",30,"Autre","Total","4","0",683829.30307281,6440897.51790167
"Massif_central","M2","M2",1445.35,"Bois mort au sol","Résineux",60,"Autre","Total","5","0",683826.47404041,6440899.19121223
"Massif_central","M2","M2",1439,"Bois mort au sol","Résineux",45,"Perpandiculaire","Total","5","1",683822.537940915,6440898.86826725
"Massif_central","M2","M2",1439,"Souche","Résineux",90,NA,NA,"5","0",683820.879360607,6440896.65131988
"Massif_central","M2","M2",1439,"Souche","Résineux",75,NA,NA,"4","0",683807.397427457,6440917.89951346
"Massif_central","M2","M2",1440.2,"Bois mort au sol","Résineux",35,"Autre","Partiel","4","0",683795.252043788,6440908.37973117
"Massif_central","M2","M2",1445,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","3","0",683787.468697861,6440911.62086525
"Massif_central","M2","M2",1448.9,"Souche","Résineux",55,NA,NA,"5","0",683780.407033585,6440919.96903495
"Massif_central","M2","M2",1450,"Bois mort au sol","Résineux",30,"Autre","Total","3","0",683782.052000163,6440916.96603431
"Massif_central","M2","M2",1444,"Bois mort au sol","Résineux",45,"Autre","Total","3","0",683773.960813743,6440922.87350658
"Massif_central","M2","M2",1456.45,"Bois mort au sol","Résineux",20,"Autre","Total","3","0",683775.438928209,6440886.10771115
"Massif_central","M2","M2",1470.35,"Bois mort au sol","Feuillus",25,"Axe de pente","Partiel","2","0",683778.924840735,6440894.87260876
"Massif_central","M2","M2",1457.85,"Bois mort au sol","Indéterminé",25,"Perpandiculaire","Total","3","0",683798.607916172,6440867.2775773
"Massif_central","M2","M2",1461.1,"Bois mort au sol","Résineux",20,"Autre","Total","3","0",683807.257658259,6440864.25632603
"Massif_central","M2","M2",1467.85,"Bois mort au sol","Résineux",40,"Axe de pente","Total","5","0",683825.197503984,6440862.3215336
"Massif_central","M2","M2",1478,"Bois mort au sol","Résineux",30,"Axe de pente","Total","5","1",683837.819059208,6440843.07475257
"Massif_central","M2","M2",1477,"Bois mort au sol","Résineux",20,"Axe de pente","Total","3","0",683835.926375475,6440841.63585254
"Massif_central","M2","M2",1479.7,"Bois mort au sol","Indéterminé",30,"Autre","Total","3","0",683837.500482926,6440841.63175863
"Massif_central","M2","M2",1480,"Bois mort au sol","Résineux",25,"Autre","Total","3","0",683835.942840716,6440847.9664158
"Massif_central","M2","M2",1474.25,"Bois mort au sol","Feuillus",70,"Autre","Total","3","0",683846.062913653,6440835.27889042
"Massif_central","M2","M2",1477.05,"Bois mort au sol","Résineux",15,"Autre","Total","2","0",683847.737665788,6440843.71534566
"Massif_central","M2","M2",1464,"Bois mort au sol","Résineux",30,"Axe de pente","Total","3","0",683859.454666882,6440839.79768983
"Massif_central","M2","M2",1463.5,"Bois mort au sol","Résineux",25,"Autre","Total","5","1",683869.675414459,6440835.5507496
"Massif_central","M2","M2",1464.35,"Bois mort au sol","Résineux",40,"Autre","Total","3","0",683889.023711069,6440830.39165142
"Massif_central","M2","M2",1465.65,"Souche","Résineux",85,NA,NA,"4","0",683895.000149674,6440828.37702241
"Massif_central","M2","M2",1467.3,"Souche","Résineux",70,NA,NA,"3","0",683896.660160475,6440831.14930251
"Massif_central","M2","M2",1464.4,"Bois mort au sol","Résineux",35,NA,NA,"3","0",683901.932566286,6440830.80245344
"Massif_central","M2","M2",1467.2,"Souche","Résineux",60,NA,NA,"3","0",683897.005630242,6440812.60084168
"Massif_central","M2","M2",1466,"Bois mort au sol","Résineux",40,"Autre","Total","4","0",683896.612101541,6440812.60186135
"Massif_central","M2","M2",1466,"Bois mort au sol","Résineux",40,"Axe de pente","Total","5","0",683896.606633757,6440810.49167338
"Massif_central","M3","M3",1428.809524,"Bois mort au sol","Résineux",25,"Axe de pente","Total","4","0",683431.276584974,6443400.48134965
"Massif_central","M3","M3",1424,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","4","0",683428.018699575,6443388.38421288
"Massif_central","M3","M3",1429.714286,"Souche","Résineux",85,NA,NA,"4","0",683428.492515882,6443389.04932472
"Massif_central","M3","M3",1424,"Bois mort au sol","Résineux",13,"Perpandiculaire",NA,"4","0",683430.369413783,6443384.82393821
"Massif_central","M3","M3",1422,"Souche","Résineux",50,NA,NA,"4","0",683432.268529038,6443388.92819048
"Massif_central","M3","M3",1432.809524,"Bois mort au sol","Résineux",30,"Axe de pente","Total","3","0",683435.707639732,6443380.47825934
"Massif_central","M3","M3",1439,"Souche","Résineux",100,NA,NA,"5","0",683436.255983268,6443379.58829619
"Massif_central","M3","M3",1443.761905,"Bois mort au sol","Résineux",15,"Axe de pente","Partiel","4","0",683438.392596186,6443384.2472303
"Massif_central","M3","M3",1444.619048,"Bois mort au sol","Résineux",28,"Axe de pente","Total","4","0",683443.491256592,6443378.5694452
"Massif_central","M3","M3",1449,"Souche","Résineux",80,NA,NA,"5","0",683445.142210854,6443378.12079485
"Massif_central","M3","M3",1449.952381,"Bois mort au sol","Résineux",50,"Axe de pente","Total","5","1",683445.785210794,6443383.22796252
"Massif_central","M3","M3",1462.095238,"Souche","Résineux",150,NA,NA,"3","1",683452.617352934,6443378.54512953
"Massif_central","M3","M3",1444.190476,"Souche","Résineux",50,NA,NA,"5","0",683452.812844142,6443363.32902768
"Massif_central","M3","M3",1443,"Bois mort au sol","Résineux",22,"Autre","Partiel","4","0",683444.727534511,6443370.12539017
"Massif_central","M3","M3",1452,"Bois mort au sol","Feuillus",23,"Perpandiculaire","Total","4","0",683455.344295965,6443368.54222927
"Massif_central","M3","M3",1458,"Bois mort au sol","Feuillus",54,"Perpandiculaire","Partiel","5","1",683460.932470794,6443369.41585025
"Massif_central","M3","M3",1462,"Bois mort au sol","Résineux",13,"Perpandiculaire","Total","5","0",683464.258628149,6443377.62563077
"Massif_central","M3","M3",1459.142857,"Bois mort au sol","Résineux",27,"Axe de pente","Total","4","1",683467.142641514,6443367.511255
"Massif_central","M3","M3",1455.619048,"Souche","Résineux",100,NA,NA,"5","1",683472.856842509,6443356.61191178
"Massif_central","M3","M3",1450.52381,"Bois mort au sol","Feuillus",32,"Autre","Total","3","0",683476.923938524,6443347.60501917
"Massif_central","M3","M3",1470,"Souche","Résineux",55,NA,NA,"5","0",683470.234610831,6443346.84537623
"Massif_central","M3","M3",1457.238095,"Bois mort au sol","Feuillus",26,"Axe de pente","Partiel","4","0",683469.448465433,6443347.06959336
"Massif_central","M3","M3",1456,"Bois mort au sol","Feuillus",40,"Axe de pente","Total","2","0",683479.913536705,6443347.5970683
"Massif_central","M3","M3",1445.380952,"Bois mort au sol","Résineux",22,"Axe de pente","Total","4","1",683486.347946899,6443341.24939027
"Massif_central","M3","M3",1448.952381,"Souche","Résineux",90,NA,NA,"5","0",683485.177584371,6443344.91756864
"Massif_central","M3","M3",1449,"Souche","Résineux",50,NA,NA,"5","0",683488.85989736,6443339.13252323
"Massif_central","M3","M3",1446.952381,"Souche","Résineux",50,NA,NA,"5","0",683488.216338082,6443333.80322687
"Massif_central","M3","M3",1443.095238,"Bois mort au sol","Résineux",14,"Autre","Total","4","1",683482.233584831,6443332.48637975
"Massif_central","M3","M3",1441,"Souche","Résineux",70,NA,NA,"4","0",683479.474093851,6443330.27246465
"Massif_central","M3","M3",1443.904762,"Souche","Résineux",50,NA,NA,"4","0",683480.810663421,6443329.93572247
"Massif_central","M3","M3",1438,"Bois mort au sol","Résineux",18,"Axe de pente","Total","3","1",683487.510635439,6443334.69360377
"Massif_central","M3","M3",1437.47619,"Bois mort au sol","Résineux",38,"Perpandiculaire","Total","5","1",683494.605736374,6443340.11681822
"Massif_central","M3","M3",1441.904762,"Souche","Résineux",60,NA,NA,"5","0",683495.947025538,6443341.55706904
"Massif_central","M3","M3",1443.904762,"Bois mort au sol","Résineux",25,"Axe de pente","Total","3","0",683502.224405717,6443335.32088724
"Massif_central","M3","M3",1445.952381,"Bois mort au sol","Feuillus",27,"Axe de pente","Total","3","0",683503.244805606,6443334.42967633
"Massif_central","M3","M3",1450,"Bois mort au sol","Feuillus",35,"Perpandiculaire","Total","5","0",683500.079859581,6443327.66326041
"Massif_central","M3","M3",1442.952381,"Bois mort au sol","Résineux",20,"Axe de pente","Total","5","0",683494.098283325,6443326.79064929
"Massif_central","M3","M3",1433.952381,"Souche","Résineux",115,NA,NA,"5","1",683503.464901255,6443328.43170913
"Massif_central","M3","M3",1433.952381,"Souche","Résineux",80,NA,NA,"4","0",683505.511011883,6443328.64840136
"Massif_central","M3","M3",1493,"Souche","Résineux",60,NA,NA,"3","0",683459.969539864,6443244.13974274
"Massif_central","M3","M3",1492.05,"Souche","Résineux",60,NA,NA,"5","0",683459.820173815,6443247.13883243
"Massif_central","M3","M3",1486.809524,"Bois mort au sol","Résineux",15,"Axe de pente","Partiel","4","0",683455.577644229,6443249.37138279
"Massif_central","M3","M3",1489.857143,"Souche","Résineux",70,NA,NA,"4","0",683456.848863874,6443254.03262944
"Massif_central","M3","M3",1492,"Souche","Résineux",55,NA,NA,"4","0",683442.16301761,6443263.95633153
"Massif_central","M3","M3",1499.904762,"Bois mort au sol","Résineux",27,"Axe de pente","Total","5","1",683443.107409956,6443264.06487716
"Massif_central","M3","M3",1498.5,"Bois mort au sol","Résineux",35,"Autre","Absent","4","0",683445.407029451,6443270.83357115
"Massif_central","M3","M3",1497.190476,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","3","0",683442.265669357,6443272.95213358
"Massif_central","M3","M3",1486,"Bois mort au sol","Résineux",25,"Perpandiculaire","Total","4","1",683428.927004984,6443256.99467582
"Massif_central","M3","M3",1490.25,"Bois mort au sol","Résineux",20,"Axe de pente","Total","4","0",683422.49049102,6443262.56498143
"Massif_central","M3","M3",1482,"Bois mort au sol","Résineux",20,"Axe de pente","Total","5","0",683422.904609715,6443270.33826284
"Massif_central","M3","M3",1488.4,"Bois mort au sol","Résineux",38,"Autre","Total","5","0",683423.136188238,6443268.67170495
"Massif_central","M3","M3",1498,"Souche","Résineux",50,NA,NA,"5","0",683419.737468887,6443262.79445374
"Massif_central","M3","M3",1496.809524,"Bois mort au sol","Résineux",20,"Axe de pente","Total","4","0",683417.466278248,6443266.68770904
"Massif_central","M3","M3",1486,"Souche","Résineux",80,NA,NA,"3","0",683418.757680513,6443278.90115491
"Massif_central","M3","M3",1495,"Bois mort au sol","Résineux",20,"Axe de pente","Total","4","0",683406.0055873,6443276.3807632
"Massif_central","M3","M3",1481,"Souche","Résineux",70,NA,NA,"3","0",683408.548681535,6443285.92535959
"Massif_central","M3","M3",1488,"Bois mort au sol","Résineux",20,"Axe de pente","Total","3","0",683406.336898176,6443282.59938726
"Massif_central","M3","M3",1490.714286,"Bois mort au sol","Feuillus",22,"Axe de pente","Total","2","0",683406.262376916,6443284.15446356
"Massif_central","M3","M3",1502,"Souche","Résineux",60,NA,NA,"4","0",683397.116848589,6443276.9598259
"Massif_central","M3","M3",1498,"Souche","Résineux",80,NA,NA,"3","0",683400.841852935,6443287.1676365
"Massif_central","M3","M3",1492,"Souche","Résineux",55,NA,NA,"5","0",683390.379939179,6443287.86197521
"Massif_central","M3","M3",1496.285714,"Souche","Résineux",60,NA,NA,"3","0",683388.630987231,6443281.09182923
"Massif_central","M3","M3",1501,"Bois mort au sol","Résineux",15,"Perpandiculaire","Total","4","0",683388.872356091,6443283.09031174
"Massif_central","M3","M3",1502,"Bois mort au sol","Feuillus",15,"Axe de pente","Total","3","1",683387.611485904,6443282.31624468
"Massif_central","M3","M3",1494,"Bois mort au sol","Résineux",15,"Axe de pente","Total","4","1",683385.290184898,6443284.98675752
"Massif_central","M3","M3",1494,"Bois mort au sol","Résineux",22,"Perpandiculaire","Partiel","2","1",683385.336144624,6443284.95044465
"Massif_central","M3","M3",1493,"Bois mort au sol","Feuillus",10,"Axe de pente","Total","4","1",683390.869504573,6443294.41336318
"Massif_central","M3","M3",1492,"Bois mort au sol","Résineux",25,"Axe de pente","Total","3","1",683389.45247612,6443294.08396391
"Massif_central","M3","M3",1483,"Bois mort au sol","Feuillus",25,"Autre","Total","4","1",683393.077135548,6443296.18446382
"Massif_central","M3","M3",1499.952381,"Bois mort au sol","Résineux",24,"Axe de pente","Total","5","1",683388.509572251,6443294.53073576
"Massif_central","M3","M3",1495.47619,"Bois mort au sol","Feuillus",35,"Perpandiculaire","Partiel","4","1",683384.187238128,6443296.31929754
"Massif_central","M3","M3",1503,"Bois mort au sol","Feuillus",20,"Autre","Total","2","0",683385.775575056,6443301.86818236
"Massif_central","M3","M3",1503,"Bois mort au sol","Feuillus",16,"Autre","Total","2","0",683385.383392104,6443302.31348185
"Massif_central","M3","M3",1497,"Bois mort au sol","Feuillus",15,"Perpandiculaire","Total","3","0",683390.878412558,6443297.7452191
"Massif_central","M3","M3",1484,"Souche","Résineux",60,NA,NA,"3","0",683380.594367285,6443306.1024221
"Massif_central","M3","M3",1489.047619,"Souche","Résineux",68,NA,NA,"4","0",683381.999806897,6443302.10040675
"Massif_central","M3","M3",1486.809524,"Bois mort au sol","Feuillus",12,"Perpandiculaire","Partiel","4","0",683379.536838344,6443293.11092041
"Massif_central","M3","M3",1483,"Bois mort au sol","Feuillus",25,"Autre","Partiel","5","1",683371.911671399,6443295.46364133
"Massif_central","M3","M3",1477,"Bois mort au sol","Feuillus",25,"Autre","Partiel","4","1",683375.300907595,6443297.78688634
"Massif_central","M3","M3",1480,"Bois mort au sol","Feuillus",30,"Autre","Partiel","4","1",683373.246161964,6443294.34944294
"Massif_central","M3","M3",1481.190476,"Souche","Résineux",140,NA,NA,"4","0",683370.422508435,6443297.57781797
"Massif_central","M3","M3",1480.333333,"Bois mort au sol","Feuillus",26,"Autre","Partiel","2","0",683361.815633828,6443315.25982585
"Massif_central","M3","M3",1486.428571,"Souche","Résineux",90,NA,NA,"4","0",683363.706487707,6443316.25432581
"Massif_central","M3","M3",1480.904762,"Bois mort au sol","Résineux",25,"Autre","Total","5","1",683359.925374318,6443314.48745017
"Massif_central","M3","M3",1474.095238,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","2","0",683352.595294347,6443309.50926912
"Massif_central","M3","M3",1472.714286,"Souche","Résineux",130,NA,NA,"3","0",683352.060647407,6443315.50808527
"Massif_central","M3","M3",1481.47619,"Bois mort au sol","Résineux",25,"Axe de pente","Total","3","0",683345.951166174,6443325.63116218
"Massif_central","M3","M3",1463.380952,"Bois mort au sol","Résineux",30,"Perpandiculaire",NA,"5","0",683342.47968656,6443321.97540202
"Massif_central","M3","M3",1467.047619,"Bois mort au sol","Résineux",26,"Perpandiculaire","Total","5","0",683338.152022962,6443321.76488234
"Massif_central","M3","M3",1474,"Bois mort au sol","Résineux",12,"Perpandiculaire","Absent","5","0",683333.975747973,6443319.33270644
"Massif_central","M3","M3",1474.380952,"Bois mort au sol","Résineux",12,"Autre","Total","4","0",683334.682920107,6443318.99762135
"Massif_central","M3","M3",1471.142857,"Bois mort au sol","Résineux",18,"Perpandiculaire","Absent","1","0",683336.084454338,6443313.55179159
"Massif_central","M3","M3",1468.428571,"Bois mort au sol","Résineux",18,"Autre","Total","3","0",683334.744313756,6443312.55582263
"Massif_central","M3","M3",1477,"Souche","Résineux",110,NA,NA,"4","0",683338.661932965,6443306.54793089
"Massif_central","M3","M3",1465.761905,"Bois mort au sol","Résineux",10,"Perpandiculaire","Total","4","0",683328.304663233,6443316.90454471
"Massif_central","M3","M3",1477,"Bois mort au sol","Résineux",67,"Axe de pente","Total","5","0",683325.186618769,6443327.68599075
"Massif_central","M3","M3",1475,"Souche","Résineux",125,NA,NA,"4","0",683318.706489665,6443346.2508506
"Massif_central","M3","M3",1435.033333,"Souche","Résineux",75,NA,NA,"4","0",683403.127982617,6443406.66493382
"Massif_central","M3","M3",1430.387097,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","4","0",683405.725077952,6443406.99118371
"Massif_central","M3","M3",1436,"Souche","Résineux",55,NA,NA,"4","0",683403.566788369,6443394.22474684
"Massif_central","M3","M3",1439.580645,"Bois mort au sol","Résineux",23,"Axe de pente","Total","4","0",683406.694131026,6443386.8862589
"Massif_central","M3","M3",1435,"Bois mort au sol","Résineux",30,"Axe de pente","Total","3","0",683408.272339822,6443388.65904573
"Massif_central","M3","M3",1438.16129,"Souche","Résineux",80,NA,NA,"4","0",683412.048352853,6443388.53789919
"Massif_central","M3","M3",1457,"Bois mort au sol","Résineux",22,"Axe de pente","Total","4","0",683416.28721378,6443384.97257771
"Massif_central","M3","M3",1462.612903,"Bois mort au sol","Résineux",21,"Axe de pente","Total","4","0",683419.350724297,6443383.18739819
"Massif_central","M3","M3",1466.096774,"Souche","Résineux",110,NA,NA,"4","0",683425.645468107,6443383.50378839
"Massif_central","M3","M3",1467,"Bois mort au sol","Résineux",80,"Autre","Total","4","0",683426.337822702,6443377.61562157
"Massif_central","M3","M3",1461.806452,"Bois mort au sol","Résineux",18,"Autre","Total","3","0",683432.54264325,6443373.71187854
"Massif_central","M3","M3",1458,"Souche","Résineux",60,NA,NA,"2","0",683432.361897285,6443364.93841222
"Massif_central","M3","M3",1463.064516,"Souche","Résineux",70,NA,NA,"3","0",683445.444125628,6443343.8016349
"Massif_central","M3","M3",1467,"Souche","Résineux",85,NA,NA,NA,"0",683447.965826336,6443345.34979254
"Massif_central","M3","M3",1470,"Souche","Résineux",90,NA,NA,"4","0",683444.03303105,6443345.6934603
"Massif_central","M3","M3",1468,"Souche","Résineux",130,NA,NA,"4","0",683452.740366118,6443336.11887362
"Massif_central","M3","M3",1459,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","4","0",683454.554004248,6443337.66892003
"Massif_central","M3","M3",1463.806452,"Souche","Résineux",55,NA,NA,"4","0",683456.35847279,6443335.77604941
"Massif_central","M3","M3",1458.548387,"Bois mort au sol","Résineux",10,"Autre","Partiel","2","0",683466.267527235,6443334.30585457
"Massif_central","M3","M3",1457.096774,"Souche","Résineux",55,NA,NA,"4","0",683478.549206459,6443337.49399617
"Massif_central","M3","M3",1442.870968,"Bois mort au sol","Résineux",17,"Autre","Partiel","2","0",683456.433005901,6443334.2209739
"Massif_central","M3","M3",1449.354839,"Bois mort au sol","Résineux",30,"Axe de pente","Partiel","5","0",683466.622175314,6443319.75570402
"Massif_central","M3","M3",1445,"Bois mort au sol","Résineux",13,"Autre","Total","3","0",683455.143167574,6443322.56283104
"Massif_central","M3","M3",1462,"Bois mort au sol","Résineux",10,"Perpandiculaire","Total","3","1",683473.535440853,6443315.96117888
"Massif_central","M3","M3",1453,"Bois mort au sol","Résineux",23,"Autre","Total","4","0",683484.029205233,6443327.26166135
"Massif_central","M3","M3",1442.709677,"Souche","Résineux",100,NA,NA,"4","0",683485.976271923,6443319.81528788
"Massif_central","M3","M3",1443.645161,"Souche","Résineux",80,NA,NA,"4","0",683492.087462348,6443310.24765788
"Massif_central","M3","M3",1441,"Souche","Résineux",110,NA,NA,"4","1",683489.884292122,6443310.14245009
